Date,Value,Change
6/2019	100.05	0.11
7/2019	100.02	-0.03
8/2019	102.81	2.79
9/2019	99.99	-2.82
10/2019	100.04	0.05
11/2019	100.04	0
12/2019	100.03	-0.01
1/2020	100.17	0.14
2/2020	100.13	-0.04
3/2020	100.05	-0.08
4/2020	100.03	-0.02
5/2020	100.04	0.01
6/2020	100.01	-0.03
7/2020	100.02	0.01
8/2020	100.02	0
9/2020	100.01	-0.01
10/2020	100.01	0
11/2020	100.01	0
12/2020	100.01	0
1/2021	100.01	0
2/2021	100.01	0
3/2021	100.02	0.01
4/2021	100.01	-0.01
5/2021	100.01	0
6/2021	100.02	0.01
7/2021	100.03	0.01
8/2021	100.02	-0.01
9/2021	100.03	0.01
10/2021	100.02	-0.01
11/2021	100.04	0.02
12/2021	100.02	-0.02
1/2022	100.03	0.01
2/2022	100.03	0
3/2022	100.06	0.03
4/2022	100.03	-0.03
5/2022	100.03	0
6/2022	100.04	0.01
7/2022	100.05	0.01
8/2022	100.09	0.04
9/2022	100.03	-0.06
10/2022	100.06	0.03
11/2022	100.06	0
12/2022	100.08	0.02
