Date,Value,Change
9/2019	100.09	0
10/2019	100.06	-0.03
11/2019	100.12	0.06
12/2019	100.33	0.21
1/2020	100.33	0
2/2020	99.87	-0.46
3/2020	99.85	-0.02
4/2020	99.83	-0.02
5/2020	99.99	0.16
6/2020	100	0.01
7/2020	100.06	0.06
8/2020	99.97	-0.09
9/2020	100.1	0.13
10/2020	100.06	-0.04
11/2020	100.14	0.08
12/2020	100.15	0.01
1/2021	100.44	0.29
2/2021	100.25	-0.19
3/2021	99.8	-0.45
4/2021	100	0.2
5/2021	99.99	-0.01
6/2021	100	0.01
7/2021	99.97	-0.03
8/2021	99.97	0
9/2021	100.02	0.05
10/2021	100.13	0.11
11/2021	100.25	0.12
12/2021	100.22	-0.03
1/2022	100.26	0.04
2/2022	100.07	-0.19
3/2022	100.12	0.05
4/2022	100.12	0
5/2022	100.18	0.06
6/2022	100.17	-0.01
7/2022	100.32	0.15
8/2022	100.18	-0.14
9/2022	100.16	-0.02
10/2022	100.2	0.04
11/2022	100.22	0.02
12/2022	100.41	0.19
