Date,Value,Change
8/2019	100.05	-0.03
9/2019	100.13	0.08
10/2019	100.09	-0.04
11/2019	100.1	0.01
12/2019	100.14	0.04
1/2020	100.27	0.13
2/2020	100.08	-0.19
3/2020	100.09	0.01
4/2020	100.06	-0.03
5/2020	100.05	-0.01
6/2020	100.07	0.02
7/2020	100.07	0
8/2020	100	-0.07
9/2020	99.94	-0.06
10/2020	100	0.06
11/2020	100.03	0.03
12/2020	100.01	-0.02
1/2021	100.08	0.07
2/2021	100.2	0.12
3/2021	99.95	-0.25
4/2021	100.11	0.16
5/2021	100.09	-0.02
6/2021	100.1	0.01
7/2021	100.06	-0.04
8/2021	100	-0.06
9/2021	100.09	0.09
10/2021	100.06	-0.03
11/2021	100.19	0.13
12/2021	100.17	-0.02
1/2022	100.18	0.01
2/2022	100.19	0.01
3/2022	100.19	0
4/2022	100.32	0.13
5/2022	100.22	-0.1
6/2022	100.31	0.09
7/2022	100.32	0.01
8/2022	100.21	-0.11
9/2022	100.16	-0.05
10/2022	100.12	-0.04
11/2022	100.21	0.09
12/2022	100.22	0.01
