Date,Value,Change
1/2002	100.15	0
2/2002	101.01	0.86
3/2002	99.77	-1.24
4/2002	100.14	0.37
5/2002	100.31	0.17
6/2002	100.07	-0.24
7/2002	100.11	0.04
8/2002	100.19	0.08
9/2002	100.04	-0.15
10/2002	100.18	0.14
11/2002	100.23	0.05
12/2002	100.16	-0.07
1/2003	100.18	0.02
2/2003	101.68	1.5
3/2003	100.08	-1.6
4/2003	100.51	0.43
5/2003	100.4	-0.11
6/2003	100.65	0.25
7/2003	101.28	0.63
8/2003	100.73	-0.55
9/2003	100.32	-0.41
10/2003	100.21	-0.11
11/2003	100.22	0.01
12/2003	100.26	0.04
