Date,Value,Change
5/2019	101.28	0.68
6/2019	99.8	-1.48
7/2019	99.97	0.17
8/2019	100.33	0.36
9/2019	100.12	-0.21
10/2019	100.53	0.41
11/2019	100.13	-0.4
12/2019	100.43	0.3
1/2020	101.47	1.04
2/2020	99.97	-1.5
3/2020	99.75	-0.22
4/2020	97.67	-2.08
5/2020	100.25	2.58
6/2020	99.58	-0.67
7/2020	100.47	0.89
8/2020	100.1	-0.37
9/2020	100.62	0.52
10/2020	100.29	-0.33
11/2020	100.07	-0.22
12/2020	99.97	-0.1
1/2021	97.69	-2.28
2/2021	104	6.31
3/2021	100.24	-3.76
4/2021	99.57	-0.67
5/2021	100.4	0.83
6/2021	100.63	0.23
7/2021	100.88	0.25
8/2021	100	-0.88
9/2021	98.01	-1.99
10/2021	99.74	1.73
11/2021	100.46	0.72
12/2021	99.55	-0.91
1/2022	100.07	0.52
2/2022	100.92	0.85
3/2022	101.49	0.57
4/2022	100.58	-0.91
5/2022	99.87	-0.71
6/2022	99.99	0.12
7/2022	100.49	0.5
8/2022	100.26	-0.23
9/2022	100.94	0.68
10/2022	100.69	-0.25
11/2022	100.97	0.28
12/2022	100.66	-0.31
